降水量の合計(mm),最高気温(℃),最低気温(℃),最多風向(16方位),天気概況(昼：06時〜18時),平均雲量(10分比),平均蒸気圧(hPa)
0.0,34.4,26.3,6,4,8.3,29.6
0,35.0,26.1,7,3,10.0,28.2
0,34.5,25.4,7,2,4.8,27.8
5.0,32.9,24.5,4,4,10.0,28.0
0.0,34.1,24.7,6,4,10.0,28.9
0.0,35.0,26.6,6,3,9.0,29.6
0,36.7,26.9,7,3,7.5,30.8
0.0,36.2,27.5,7,2,5.8,32.6
0,36.0,28.5,14,3,8.0,29.5
5.0,33.8,26.1,14,4,8.3,29.6
0,37.4,26.2,0,2,3.8,28.5
0,37.6,28.2,15,1,0.0,28.7
0,38.2,27.8,14,2,2.0,28.1
0,38.1,27.8,13,3,5.8,25.9
0,37.4,28.1,14,3,7.5,26.8
0,36.6,28.2,8,3,10.0,30.1
0,37.6,27.8,7,2,4.5,30.9
0.0,37.2,27.4,1,2,5.3,29.1
0.0,37.0,25.1,0,2,4.8,27.3
0,35.8,24.2,15,4,7.5,26.0
0,36.9,25.3,7,2,2.8,26.5
0,36.0,26.2,8,2,3.3,27.6
0,36.5,26.3,9,2,5.3,28.5
0.0,36.7,27.2,8,4,9.3,29.4
3.0,33.7,27.4,7,2,8.0,30.9
0.0,36.9,27.2,7,2,5.5,30.8
0,37.1,27.2,7,2,6.3,30.3
0.0,37.8,27.2,8,2,6.3,29.7
5.5,33.6,26.1,7,4,8.8,30.3
14.5,35.7,25.6,6,2,3.3,29.2
6.5,31.1,25.7,7,4,9.0,32.4
69.0,29.4,24.1,14,4,9.8,30.1
0.0,35.6,23.7,15,2,5.8,28.0
1.0,34.5,24.9,5,4,9.3,28.0
28.5,30.7,25.3,6,4,7.5,31.4
1.5,33.5,26.1,7,2,4.8,29.6
9.5,34.0,22.8,1,2,7.5,25.8
38.5,27.8,22.0,6,4,9.8,27.5
13.5,31.2,23.6,6,4,7.8,29.9
1.0,32.0,23.6,8,2,8.3,28.4
7.5,28.7,23.6,7,10,10.0,28.8
0,28.9,21.2,15,3,3.3,20.0
0,29.3,19.3,0,2,3.0,20.0
0,30.4,22.4,8,4,10.0,23.8
2.5,30.1,23.1,7,4,9.8,28.2
0.5,31.6,23.1,6,4,9.8,28.2
1.0,29.0,21.1,15,2,8.5,18.7
0.0,27.1,20.3,6,4,9.8,16.8
0,28.8,19.6,15,2,3.3,16.5
0.0,27.5,20.0,15,4,9.5,19.5
0.0,28.8,21.1,10,4,9.8,21.0
0.0,30.9,22.4,9,4,10.0,21.3
30.0,25.0,20.1,0,10,10.0,23.8
0.0,26.4,20.1,15,4,9.8,22.6
0,27.7,19.8,14,2,2.8,17.5
0,28.7,17.1,0,2,1.0,15.6
0,25.6,19.7,11,3,10.0,18.0
0,27.7,18.7,15,3,7.0,17.9
0.0,28.4,19.9,15,2,3.8,16.7
0,27.8,17.5,8,2,3.8,18.2
0.0,26.0,19.7,7,4,10.0,20.0
0.0,25.3,21.5,7,4,10.0,21.4
2.0,26.3,17.3,15,4,6.8,18.3
0,24.7,16.1,15,2,4.5,11.8
12.0,24.6,15.9,15,2,7.8,15.1
37.0,16.5,14.9,15,10,10.0,17.1
64.5,16.5,15.6,1,0,10.0,18.0
86.0,20.0,16.1,15,0,9.8,20.5
0,28.8,17.5,0,2,2.3,20.1
0,28.5,18.0,14,2,2.8,19.7
0,27.2,19.0,15,2,3.3,16.5
0,26.9,18.0,15,2,6.0,14.9
0,25.2,16.4,15,1,0.0,11.5
0.0,23.2,15.2,15,4,9.3,9.3
22.5,17.4,12.3,15,10,9.8,14.2
0,18.7,10.6,15,4,5.0,13.3
3.0,14.4,12.0,0,4,8.5,13.5
0,22.6,10.0,0,2,3.5,11.0
0,22.2,10.1,8,2,5.5,11.6
0.0,21.1,15.8,15,4,10.0,15.2
42.0,19.1,13.8,15,10,7.5,16.6
0.0,19.8,12.0,14,2,6.0,10.7
0.0,19.7,11.9,14,2,3.0,10.4
0,22.3,10.5,0,2,2.5,11.2
0,22.2,11.6,0,2,1.8,10.6
0,19.0,10.4,0,3,7.5,11.3
0,21.8,11.3,15,1,3.3,9.9
0,20.3,11.0,15,1,2.5,7.2
0,19.5,8.0,15,2,3.8,7.5
0,20.1,8.5,15,3,10.0,9.7
14.5,15.9,13.3,15,10,10.0,15.1
2.0,19.7,10.6,14,2,4.8,10.4
0,15.6,7.8,14,2,4.0,8.9
0,18.4,6.2,13,2,4.5,9.2
0,18.6,9.9,0,4,7.8,10.5
6.5,15.4,12.3,15,4,10.0,13.4
0,20.7,13.8,15,2,5.3,12.9
0,17.0,9.7,14,2,1.5,8.2
0.0,16.3,7.6,13,2,3.8,8.6
0,16.4,6.6,15,1,1.3,7.1
0,18.3,8.7,0,2,5.3,9.0
0,20.7,8.9,15,2,1.0,10.5
0,20.8,9.5,15,1,0.0,8.9
0,21.5,8.6,0,2,5.3,11.4
0,22.6,11.4,14,2,5.0,12.6
0.0,21.8,10.2,0,1,2.5,11.6
0.0,23.9,13.7,1,2,7.5,15.1
0.0,24.9,16.1,7,2,6.3,18.5
13.5,23.4,16.3,6,4,10.0,20.0
0,17.5,10.3,15,2,1.5,9.2
0.0,17.9,9.7,15,4,8.5,11.6
0.0,19.7,10.2,15,2,3.5,10.4
0,17.7,7.8,0,2,2.5,6.8
0,17.3,8.4,15,4,3.3,8.7
0,19.8,7.2,0,2,4.5,9.6
0.0,18.1,9.5,0,2,5.5,9.2
0.0,16.1,7.7,14,2,5.8,7.5
0,14.0,6.0,0,2,7.8,7.3
0,15.9,6.6,14,2,6.5,8.3
0,15.9,5.0,0,1,2.0,7.7
0,16.3,5.8,0,2,3.0,8.2
0,16.4,7.4,14,2,1.3,8.8
0,15.4,6.2,15,1,2.5,6.3
0,15.8,6.5,15,2,2.8,6.9
0,14.7,5.2,15,2,0.8,7.1
0,17.2,4.7,13,2,1.0,8.3
0,16.2,8.0,13,2,1.0,8.4
0,13.9,5.9,0,3,8.5,7.7
0,15.8,3.9,14,3,6.8,7.4
0,16.1,5.7,0,2,7.3,7.9
0,16.3,7.8,13,4,7.8,8.6
0.0,11.7,5.8,14,4,5.5,8.2
0.0,11.4,4.4,13,2,7.5,6.9
5.0,6.8,1.5,13,10,10.0,6.8
5.5,6.3,0.4,13,4,9.8,6.1
0.0,6.8,0.3,13,2,5.8,6.1
0.0,8.5,1.3,0,4,7.8,6.4
0.0,9.6,2.0,13,4,7.0,6.4
0,8.8,0.4,15,2,2.0,5.3
0,9.5,0.2,13,2,4.0,5.7
0.0,11.1,1.8,15,1,2.5,6.1
0,12.7,1.6,15,3,6.5,6.5
0.0,8.6,2.3,15,4,9.5,7.4
2.0,6.7,2.9,13,10,8.5,7.9
0.0,10.4,1.4,15,4,9.0,7.2
0.0,12.6,2.6,2,2,7.3,7.0
5.0,13.2,6.2,15,10,5.5,9.0
0,12.0,3.3,15,3,7.5,7.6
3.0,12.6,1.6,13,4,7.3,7.2
1.5,3.8,-0.2,13,12,8.5,5.2
0.0,5.9,1.2,14,4,5.3,5.3
0.0,8.3,-1.0,14,2,4.3,5.5
0.0,7.9,1.5,13,4,10.0,6.1
0,11.0,2.7,15,2,5.3,6.4
0.0,8.6,2.0,14,4,9.3,6.5
0,10.7,3.9,14,4,8.5,5.8
0.0,8.1,-0.9,13,4,9.8,4.0
0,4.1,-2.2,13,2,1.5,2.7
0,5.8,-3.7,13,2,1.5,2.7
0.0,5.8,-1.8,0,2,3.5,4.2
0.0,6.0,-1.0,15,3,8.0,5.2
1.5,4.4,1.2,0,10,8.8,6.8
0,10.1,-0.6,15,2,0.8,6.0
0.0,12.3,0.6,15,2,2.3,6.6
0,14.2,1.1,15,2,2.0,6.5
0.0,12.5,2.7,13,4,6.8,7.9
0.0,9.1,2.4,14,4,9.0,6.2
0.0,8.6,0.1,13,2,3.5,5.0
0.0,6.5,-0.2,14,2,4.0,4.5
0,9.2,-2.1,0,1,0.3,4.0
0,13.1,-1.2,15,2,3.5,4.7
0.5,11.1,4.5,15,10,10.0,8.2
19.0,8.9,7.4,15,10,10.0,10.6
10.5,10.2,7.0,15,10,10.0,10.5
0,15.4,4.8,0,2,1.3,8.1
8.0,15.4,3.9,15,3,9.0,8.7
15.0,15.1,6.7,14,2,5.5,9.2
0.0,10.2,5.1,15,4,10.0,6.7
1.5,7.7,0.0,13,2,9.5,5.4
0.5,6.8,-1.2,14,2,7.0,5.4
0.0,10.9,2.2,14,2,3.8,5.7
0.0,10.1,-0.3,15,4,5.0,6.3
11.5,13.8,3.9,13,2,6.0,7.7
0.0,6.5,2.2,13,4,6.5,5.5
0.0,6.5,0.4,13,4,5.3,5.6
0,11.0,0.0,2,4,8.0,5.7
0,15.1,3.4,15,1,2.5,6.4
0.0,14.5,4.7,14,2,4.5,7.7
0.0,10.7,2.3,15,2,4.5,5.5
0,8.2,-0.4,13,2,5.3,4.6
0.0,11.7,3.1,13,4,8.5,6.1
0.0,14.2,3.6,15,2,5.0,6.0
0.0,15.7,4.6,15,4,10.0,6.5
0,17.6,8.4,15,2,7.0,9.3
0.0,19.3,10.2,7,4,8.0,10.1
34.0,15.5,10.0,14,0,7.8,11.7
0.0,10.5,5.0,13,4,9.5,5.5
0,8.4,-0.5,13,2,6.8,4.0
0.5,5.4,-1.8,13,4,7.8,5.2
0,9.2,-1.2,15,4,4.3,5.4
0,14.0,-0.2,0,1,1.0,6.5
0,19.1,4.0,0,1,0.0,8.6
0,21.0,5.6,15,1,0.0,8.1
0.0,13.8,4.2,15,2,6.3,6.0
0,11.1,2.0,15,2,5.3,3.6
0,13.1,0.0,15,3,6.0,3.0
0.5,10.9,7.0,15,10,10.0,5.0
0,13.4,4.3,15,3,10.0,3.7
0,14.7,3.7,0,2,8.8,6.1
0.5,18.3,8.2,7,4,9.5,9.4
20.5,16.5,5.5,14,10,7.5,11.3
0,13.0,2.8,15,2,1.0,4.7
0.0,15.4,6.9,15,4,10.0,8.1
14.5,14.0,9.7,0,10,10.0,11.3
0.0,19.9,7.4,14,3,8.0,10.5
0.0,10.5,4.2,15,4,8.5,6.5
6.5,14.6,6.1,15,4,9.8,8.5
0,14.8,4.6,0,4,7.5,8.2
0,17.5,6.0,14,1,2.3,6.6
0,18.2,3.7,15,2,7.8,7.3
28.5,12.6,8.4,2,4,10.0,10.6
51.5,14.7,8.4,13,10,7.3,11.1
0,15.3,7.1,14,2,0.0,5.9
0,18.1,4.2,15,2,2.8,6.6
0.0,14.5,6.6,14,4,9.5,9.5
0,18.4,6.7,15,2,4.3,7.3
0,20.4,4.3,15,1,1.0,5.9
0,21.8,6.9,15,2,5.3,7.2
2.0,21.0,9.4,7,4,7.8,11.1
27.5,19.0,11.0,7,10,9.8,16.2
0,13.8,6.5,14,2,3.3,6.5
0,16.3,4.0,14,1,0.0,6.3
0,19.8,5.5,7,2,3.0,8.8
1.5,16.1,9.9,15,4,7.5,11.9
0,19.3,6.4,15,2,0.3,7.6
0,19.8,6.9,7,3,7.3,8.8
50.0,17.6,14.3,6,10,10.0,15.7
0.5,24.5,13.6,15,2,8.0,13.9
0,23.7,12.2,0,4,8.8,11.1
0,23.8,10.1,15,2,2.5,8.0
0,24.1,11.6,15,2,8.5,11.6
0,23.6,14.0,8,2,6.8,12.7
0.0,20.9,14.1,8,4,8.8,12.2
23.5,17.3,14.5,5,10,10.0,15.4
0,19.5,11.6,14,2,7.3,9.4
7.0,19.0,9.2,15,4,8.8,9.1
0.0,21.3,9.9,13,1,2.5,8.5
0.0,21.0,8.0,13,3,5.5,6.7
0,17.9,6.8,14,2,2.8,5.3
0,18.3,5.2,15,2,5.5,5.3
0,19.6,7.9,0,2,3.0,8.2
0,21.4,8.8,7,2,6.0,9.5
19.5,16.2,13.0,6,10,10.0,14.5
2.5,22.7,10.0,14,3,5.8,12.5
0,18.2,5.9,7,3,6.8,7.0
0.5,16.9,11.8,6,4,9.8,10.7
89.0,14.4,12.6,15,0,10.0,15.1
1.0,14.5,7.1,13,2,7.3,8.9
0,19.8,6.8,15,2,0.5,7.5
0,25.3,8.9,13,1,1.0,8.5
0,27.9,11.6,15,1,0.3,7.3
0,27.6,11.8,0,3,5.8,5.2
0,20.7,11.7,7,4,7.5,10.7
0,21.9,14.1,7,3,7.5,12.2
0,23.1,11.6,14,3,5.5,9.9
0,21.2,8.8,15,1,0.0,5.0
0,21.2,7.8,7,2,9.0,9.5
8.0,19.5,13.5,6,10,10.0,15.1
41.0,18.0,13.1,7,10,10.0,17.3
0.0,24.1,11.8,15,2,4.0,12.1
22.0,21.9,11.2,7,4,7.8,13.9
1.5,18.4,10.7,15,2,6.8,10.3
0,21.9,9.5,15,2,4.8,8.3
0,24.0,10.0,2,3,7.3,10.5
40.0,18.9,15.7,6,10,10.0,17.4
2.0,27.2,13.0,15,2,8.5,11.5
2.5,19.1,13.5,2,4,10.0,13.2
0.0,23.0,12.4,1,2,7.5,15.0
0.0,25.0,15.0,15,4,7.3,13.5
0.0,26.0,11.2,0,2,4.8,8.1
0.0,24.5,15.0,15,4,10.0,12.5
0.0,22.0,15.2,7,4,10.0,13.0
0.0,26.7,15.4,9,4,8.0,16.2
0,30.7,17.5,7,3,9.0,18.2
0,26.8,19.3,7,4,10.0,18.8
5.5,20.7,16.9,0,10,10.0,18.9
14.5,23.7,17.5,7,10,10.0,24.8
11.0,27.7,19.6,15,4,9.5,22.3
6.0,22.6,19.2,10,10,9.8,23.9
25.0,22.2,17.2,7,4,10.0,22.0
81.0,23.8,18.7,7,0,10.0,24.4
0,24.1,17.2,13,4,7.5,15.5
0.0,26.1,16.0,14,2,6.8,15.0
0.0,26.5,17.3,8,4,10.0,16.2
0,25.9,16.8,14,2,8.0,14.5
0,24.5,15.4,13,3,10.0,9.0
43.0,18.8,13.2,15,0,9.8,15.9
0,25.1,15.4,6,4,9.8,17.1
0.0,28.2,18.2,15,2,5.3,16.1
0,27.6,16.4,15,2,3.0,12.3
0,27.0,15.0,8,2,3.5,15.6
0,28.4,18.2,8,2,5.0,18.1
0.0,26.0,19.3,8,4,10.0,18.6
0.0,28.4,18.4,7,4,7.8,17.0
23.0,23.1,18.1,7,10,10.0,22.0
0,25.7,15.6,0,4,9.5,14.5
1.0,28.0,18.7,14,10,9.8,17.8
0.0,31.8,20.5,15,3,9.0,19.0
0,32.4,20.1,13,3,4.8,16.7
0,31.3,19.1,0,2,3.5,15.7
0,30.7,20.6,7,2,0.3,17.6
0,28.6,20.7,7,3,8.8,19.3
0,28.9,21.5,7,4,10.0,19.4
0.0,25.3,21.4,6,4,9.8,21.7
4.0,28.1,19.8,7,10,7.0,22.6
2.5,30.8,20.4,8,4,9.3,22.3
2.0,25.6,20.5,7,10,10.0,23.0
4.5,30.0,19.3,15,2,8.0,20.6
1.0,25.7,18.9,7,4,10.0,20.9
79.0,21.2,19.2,6,0,10.0,22.6
0,29.5,18.8,15,2,7.5,18.1
0.0,29.7,18.2,8,3,9.5,18.2
0.0,27.2,20.3,7,4,10.0,20.6
0.0,29.1,21.3,10,4,8.8,21.0
0,28.9,20.6,8,2,7.5,21.0
7.0,26.2,19.8,6,4,9.0,21.9
0.0,26.6,21.2,8,4,10.0,23.8
0.0,26.0,22.0,9,4,10.0,22.6
1.0,29.8,22.3,8,4,9.8,23.2
9.0,31.0,21.2,13,2,6.3,23.8
3.0,28.2,21.4,7,4,8.5,24.1
34.5,23.3,21.4,15,10,10.0,25.7
27.5,25.9,21.9,7,10,10.0,29.1
20.5,32.6,23.8,13,4,9.5,28.3
0.5,30.3,25.1,7,10,9.8,29.2
11.0,31.0,24.0,7,4,9.8,29.2
10.0,29.6,23.7,1,4,10.0,28.8
25.0,26.3,23.7,6,10,10.0,30.0
21.0,26.2,23.4,6,10,10.0,29.9
51.0,31.3,23.8,6,4,9.8,30.7
7.0,33.0,24.0,11,4,8.0,29.5
0.0,33.5,25.2,15,2,10.0,26.6
4.5,31.2,22.1,0,4,8.5,25.6
0,33.5,21.6,14,2,5.5,25.0
15.5,30.7,22.0,7,4,9.3,26.3
40.5,28.7,21.4,7,4,9.8,26.9
0.0,32.8,23.7,7,4,10.0,26.4
0,33.1,23.5,7,2,6.3,25.6
0,33.7,24.0,7,2,4.5,27.9
0,34.5,25.0,7,2,4.0,27.8
0,33.3,26.6,8,2,7.5,29.3
0,33.8,26.2,7,2,7.0,27.1
0,34.1,26.3,8,2,7.5,27.0
0.0,33.6,26.1,7,2,9.3,27.6
0.0,33.7,24.6,3,2,7.8,27.4
0.0,33.3,24.9,8,2,8.5,26.0
0,36.4,26.0,14,2,8.5,26.0
0.0,34.1,26.3,1,2,9.0,24.2
0,34.4,26.5,13,2,7.8,25.7
40.5,33.8,24.2,6,4,9.3,28.5
2.0,35.0,25.0,7,2,5.8,28.2
1.5,34.6,25.4,4,4,8.5,28.1
3.0,34.1,25.1,6,2,8.3,29.0
0.0,34.5,25.6,8,3,9.3,27.9
20.0,32.6,25.4,6,4,8.3,30.8
0,34.9,25.4,9,2,3.0,29.3
0,35.2,27.3,8,2,8.0,30.6
0.0,35.1,27.8,7,4,8.3,28.8
0,34.9,26.5,0,4,6.8,28.3
0,37.8,27.2,13,2,3.5,28.5
5.0,32.7,26.0,7,4,9.8,29.6
0.0,32.4,24.8,13,2,7.3,24.9
0.0,32.7,24.0,15,3,8.3,24.2
24.5,27.4,23.3,6,10,10.0,28.3
101.5,25.7,22.7,6,0,10.0,30.1
33.5,26.5,24.2,7,10,10.0,32.0
26.5,29.9,22.8,14,10,10.0,27.7
3.0,25.3,22.6,8,10,10.0,26.5
47.5,26.9,22.4,7,0,10.0,29.1
4.0,28.9,24.1,6,4,8.5,29.7
39.0,24.8,22.5,6,0,10.0,27.8
35.0,30.8,22.4,7,4,10.0,27.9
1.0,28.4,22.5,6,4,10.0,28.3
1.0,32.6,24.6,7,4,9.5,29.5
2.0,31.9,24.1,14,4,9.8,28.1
0.0,31.4,24.3,6,4,10.0,28.9
0.5,32.9,25.1,6,4,9.8,30.5
0.0,34.8,26.3,14,3,8.3,29.4
0,34.7,26.3,15,2,3.8,22.3
0,35.2,24.4,15,2,2.8,23.9
0,35.2,26.2,13,1,0.0,23.9
0,35.7,26.3,15,2,6.0,25.7
0,34.3,26.2,14,2,7.3,22.4
0.0,31.7,24.8,15,4,9.3,24.7
6.5,27.8,23.5,9,4,10.0,28.4
16.5,24.7,22.3,2,10,10.0,26.5
26.0,26.4,22.2,15,4,10.0,27.3
1.0,30.7,21.8,8,4,9.8,25.9
0.5,31.0,21.9,14,2,8.5,23.0
0.0,27.3,21.6,6,4,9.5,21.1
5.0,23.7,20.6,6,4,9.8,21.4
37.5,30.8,20.7,0,10,7.8,23.7
0.0,31.4,20.1,15,2,4.8,21.5
2.0,28.1,21.9,15,4,10.0,24.0
0.0,27.4,23.3,0,4,10.0,25.3
0,30.1,21.7,15,3,10.0,20.2
7.5,24.6,19.5,15,10,10.0,23.1
1.0,29.8,19.5,15,2,7.3,23.2
0.0,29.4,21.7,7,2,8.0,21.8
13.0,26.0,22.1,6,4,10.0,22.7
46.5,28.0,22.4,6,10,7.5,27.8
1.5,30.0,22.0,15,2,5.0,24.1
0.0,28.5,22.2,7,4,9.5,23.0
6.0,28.9,19.5,0,2,5.0,21.1
6.5,28.1,20.9,7,4,10.0,26.9
0,30.2,20.3,15,2,3.8,22.0
0,29.0,19.8,15,2,7.0,19.0
0.0,29.8,20.6,10,4,8.5,21.0
47.0,22.8,18.7,15,0,10.0,21.4
0,26.7,18.7,9,2,4.0,19.9
0,28.2,18.8,8,2,5.5,20.2
0,29.7,19.9,6,2,6.0,20.5
0.0,28.3,21.2,6,4,9.8,21.3
0.0,27.9,22.5,14,4,7.5,21.4
0,29.6,20.8,13,1,0.0,16.4
0,29.8,17.4,15,1,0.0,17.1
0,29.9,20.1,8,2,6.0,20.9
0,29.8,19.8,14,2,6.3,19.2
0,31.2,19.5,14,2,2.3,19.6
0.0,28.6,22.2,7,4,9.3,22.2
0,30.2,21.3,5,2,3.0,22.7
0,30.5,20.8,8,2,6.0,22.6
0.0,29.7,20.4,7,2,8.0,21.7
0.0,29.0,19.9,13,2,7.0,21.5
16.5,29.6,22.2,0,4,10.0,25.0
7.5,24.6,20.6,7,4,10.0,25.2
0,27.7,19.0,15,2,6.3,17.3
0,27.2,16.9,15,1,0.3,16.5
0.0,27.9,18.2,8,2,4.0,20.2
0.0,22.1,13.0,15,4,7.3,12.0
0,17.6,11.4,0,4,7.8,8.7
3.5,21.0,13.6,1,2,8.3,14.1
0.0,18.7,11.5,15,2,6.5,10.1
0.0,17.7,10.0,15,3,9.3,8.4
0.0,19.7,12.0,15,4,8.5,10.1
0,19.4,11.5,15,2,0.8,8.2
0,19.5,10.4,0,2,6.8,10.3
25.0,15.4,12.9,15,10,10.0,14.2
12.0,23.2,11.8,15,2,3.3,13.6
0,21.8,12.1,14,4,7.5,12.5
0,23.2,11.1,15,1,0.0,10.7
0,21.6,11.4,15,1,0.0,8.6
0,21.7,10.0,0,2,5.5,10.8
0.5,20.8,13.5,0,10,7.5,13.9
0,23.8,12.1,0,3,7.3,12.9
0,23.0,13.1,15,3,6.5,11.4
0,22.6,10.7,15,2,2.0,10.7
0,21.7,10.1,15,2,2.8,9.3
0,21.8,10.0,15,1,1.5,9.4
0.0,20.0,9.5,8,4,7.3,11.1
0.0,21.9,13.2,0,2,5.3,13.2
0,25.1,12.5,7,3,9.3,12.0
35.5,19.6,13.4,13,10,9.5,14.0
0.0,17.7,9.8,10,2,5.8,9.4
0,17.8,10.0,10,2,4.8,10.0
0.0,17.3,8.2,2,2,5.5,9.7
0,16.2,5.9,0,1,3.0,8.6
0,18.2,7.9,15,4,6.3,9.2
0,20.0,8.1,0,2,1.8,10.0
0,19.5,8.5,14,2,5.3,9.8
0,19.3,8.3,15,1,0.0,9.4
0,18.3,8.2,0,3,6.3,9.3
0,18.8,7.7,0,2,5.5,9.0
0,20.4,7.8,15,1,0.3,9.3
0.0,19.5,8.4,15,4,9.0,10.1
33.5,16.4,11.2,14,0,10.0,13.9
0.0,13.7,8.4,13,2,8.3,7.5
0.0,12.6,7.2,13,4,7.5,7.0
0,15.8,5.8,3,2,5.8,8.2
0.0,15.0,8.9,15,2,6.5,9.3
0.0,12.2,4.5,15,2,4.3,6.7
0,14.3,2.7,15,1,0.0,5.8
0,14.2,2.1,1,2,4.8,6.3
2.5,15.8,3.6,0,4,7.0,9.0
19.0,16.4,5.0,13,2,6.0,9.3
0.0,12.0,2.8,15,2,2.3,7.0
0,14.1,3.5,0,1,1.0,7.0
0.0,12.5,4.1,14,4,5.3,7.4
0,11.3,3.4,0,2,5.8,6.0
12.5,10.6,8.0,0,10,10.0,11.0
22.0,12.2,10.2,15,10,10.0,13.0
0,15.7,9.8,15,4,6.8,9.8
0,16.9,5.8,0,1,1.8,8.2
0,15.7,6.9,0,3,6.8,9.2
0,18.0,5.6,0,2,4.8,9.5
0.0,15.2,6.7,15,4,8.3,9.9
0.0,12.1,4.8,14,2,2.8,6.3
0,12.2,2.2,0,2,2.0,5.6
0,14.1,2.4,15,2,2.5,7.2
2.5,14.6,3.5,15,2,7.5,8.6
20.0,12.9,2.2,13,4,9.5,9.3
0.0,7.2,0.8,14,2,4.0,5.5
0.0,8.0,-0.4,14,2,5.0,5.7
0.0,11.3,2.5,14,2,6.8,7.2
0.0,12.9,3.2,15,2,4.3,8.0
0.0,14.7,4.5,0,2,2.0,6.8
0,12.9,2.3,14,1,2.5,5.2
6.0,14.2,3.0,0,2,5.3,7.5
1.0,11.5,2.4,13,4,7.5,8.1
0.0,5.2,-0.7,13,2,6.3,4.8
2.5,2.7,-1.2,14,12,9.0,5.8
0.0,7.9,0.8,15,2,2.5,5.6
0.0,8.8,-0.1,15,4,10.0,5.7
0.0,11.0,2.1,13,2,9.3,6.4
3.5,5.0,-0.7,14,12,9.5,5.7
0,6.0,-2.2,15,2,1.5,4.4
0.0,7.3,-2.7,2,2,2.8,4.4
0,8.5,0.6,0,2,6.5,6.6
0.0,8.6,1.3,14,2,2.8,6.0
0,7.8,0.5,0,2,3.5,3.9
0.0,6.0,1.8,15,4,7.3,4.7
0.0,8.3,1.1,15,2,2.5,4.5
0,9.7,-1.0,15,1,0.3,4.5
0,11.7,-0.6,15,3,7.3,5.8
0,14.2,4.3,0,2,3.8,5.6
12.0,7.1,3.2,13,10,8.8,7.3
0.0,6.3,1.1,15,2,3.5,5.1
1.5,8.2,0.0,13,4,7.5,5.4
0.0,5.4,-0.8,15,2,4.3,5.4
0,8.8,-0.8,15,3,5.0,4.9
0.0,10.4,-1.4,15,2,5.8,5.8
0.0,9.9,1.5,14,4,8.0,6.4
0.0,7.3,-0.1,14,2,6.0,5.1
0.0,7.3,-1.8,13,2,3.8,4.9
0.0,8.1,-0.8,14,2,4.3,5.2
0,6.0,-0.9,14,2,1.0,3.9
0,9.5,-2.4,1,1,0.5,4.2
12.5,4.7,-0.8,15,4,8.5,5.6
0.0,11.5,2.5,15,4,6.0,6.1
0,11.2,2.1,15,4,9.5,5.3
0.0,12.4,2.3,14,2,3.0,6.5
0,11.6,3.8,14,2,2.8,4.7
0,11.6,1.2,15,2,4.5,5.0
0.0,9.8,1.8,14,4,10.0,5.7
0,7.8,1.4,0,4,9.0,5.2
0,10.2,0.3,15,2,3.5,4.1
0.0,9.8,1.7,13,2,4.8,5.4
0.0,9.4,0.7,15,2,4.3,5.5
0.0,9.7,0.8,15,4,7.5,5.7
0,9.5,1.2,14,2,7.0,5.4
1.0,5.3,0.1,13,12,9.3,5.7
1.0,4.1,-0.7,13,12,8.3,5.7
0,8.0,-1.9,15,2,6.3,5.1
0,11.1,1.8,15,4,8.5,5.4
0.0,11.8,0.3,0,2,5.0,5.0
13.5,5.2,1.5,15,10,7.5,7.1
0,12.5,1.3,15,1,0.3,5.0
0,13.2,0.5,0,3,5.5,5.0
6.0,8.5,1.3,15,4,8.8,6.4
0.0,11.7,4.0,0,4,7.5,6.5
0.0,13.1,4.5,14,4,8.0,7.1
0.0,8.8,1.1,13,2,5.3,4.6
0.0,4.6,-0.5,14,2,5.5,4.7
0,9.9,-1.8,0,2,3.5,5.0
11.0,9.0,0.1,15,4,10.0,6.5
1.0,9.6,0.8,14,2,5.3,6.5
0.0,5.6,-0.4,13,2,5.3,4.6
0.5,6.8,-0.4,13,4,8.5,5.5
0.0,7.8,-0.5,14,2,5.3,5.1
0,9.1,-1.6,14,2,1.5,4.3
0,10.4,-1.4,13,2,1.8,5.1
0,13.1,2.1,0,2,6.8,5.4
0.0,12.0,2.1,14,2,4.8,5.2
0,15.2,2.7,0,2,5.3,5.4
2.5,8.6,2.9,15,4,8.5,7.1
0,15.4,3.5,0,2,4.5,7.4
0,14.4,3.1,15,2,2.8,6.0
0,13.2,2.3,15,2,5.0,4.8
0.5,17.8,2.8,15,2,5.0,6.0
0.0,10.2,2.4,14,2,3.8,5.3
0,11.1,0.8,15,3,6.8,5.0
0,14.5,1.3,14,2,2.5,4.7
0,13.3,2.0,15,3,5.0,5.2
0,16.8,2.3,14,3,3.5,5.0
0,18.4,4.2,0,2,6.5,7.4
0,21.9,7.3,14,1,4.0,8.6
0,22.6,10.5,7,3,10.0,10.5
8.0,22.1,11.9,14,2,6.0,13.0
0.0,19.3,9.8,15,2,4.8,10.5
0,22.7,7.1,15,2,4.8,6.6
0,19.9,9.1,15,4,6.5,6.9
35.5,12.0,10.1,0,10,10.0,11.0
1.5,14.2,6.7,13,4,7.5,8.8
0,14.0,4.8,14,2,5.3,5.9
0,15.9,5.7,14,4,9.3,5.9
8.5,9.8,5.3,15,10,7.8,7.8
0.0,11.9,2.8,11,4,9.8,7.1
0.0,17.3,5.5,14,2,3.5,6.9
0,18.5,5.3,8,2,5.0,8.2
